,工程名稱,監造單位,施工廠商,施工期間,決標金額,重要公告,設計單位
2898,臺東縣臺東市雨水下水道系統(JA11~JA7)幹線改善管線工程,聯聖工程顧問股份有限公司,瑞誠營造有限公司,民國108年02月11日至108年10月08日,"9,950千元",截至108年08月底實際進度：  88.86%,
2899,臺東市自然軸帶景觀整合計畫--第二期工程,合圃股份有限公司,偉峻營造有限公司,民國107年09月23日至108年06月29日,"41,900千元",截至108年08月底實際進度：  90.63%,
2900,臺東縣臺東市卑南地區(B1)~(B3)幹線雨水下水道改善工程,聯聖工程顧問股份有限公司,瑞誠營造有限公司,民國107年12月06日至108年09月04日,"25,980千元",截至108年08月底實際進度：  61.42%,
2901,臺東市濱海綠廊營造計畫,名�痐u程顧問有限公司,捷竣營造有限公司,民國108年04月13日至108年11月13日,"21,960千元",截至108年09月底實際進度：  59.25%,
2902,臺東縣知本鐵路車站附近地區污水下水道系統管線工程-第二標,聯聖工程顧問股份有限公司,振勝營造有限公司,民國107年12月09日至109年07月10日,"172,300千元",截至108年08月底實際進度：  39.95%,聯聖工程顧問股份有限公司
2903,108年度臺東縣寬頻管道及雨水下水道維護工程(開口契約),造齊工程顧問有限公司,拉利亞帆土木包工業台東市,民國108年07月16日至108年12月31日,"1,823千元",截至108年08月底實際進度：   1.72%,
2904,太平溪馬偕醫院附近環境整理營造利用工程,造齊工程顧問有限公司,達宸營造有限公司,民國108年04月12日至108年06月27日,"4,400千元",截至108年08月底實際進度：  87.31%,
2905,永樂排水(1K+802~2K+192)應急工程,造齊工程顧問有限公司,偉峻營造有限公司,民國108年05月06日至108年10月02日,"16,610千元",截至108年08月底實際進度：  74.60%,
2906,永樂排水(1K+332~1K+802)應急工程,造齊工程顧問有限公司,偉峻營造有限公司,民國108年05月06日至108年11月01日,"22,310千元",截至108年08月底實際進度：  45.94%,
2907,108年利嘉溪河道整理工程,造齊工程顧問有限公司,達益營造有限公司,民國108年05月01日至108年08月08日,"7,150千元",截至108年08月底實際進度：  99.80%,
2908,太平溪路堤共構新建工程(東49-1線3K+160~4K+400),造齊工程顧問有限公司,福彬營造有限公司,民國107年01月23日至108年04月18日,"169,600千元",截至108年08月底實際進度：  91.41%,造齊工程顧問有限公司
2909,太平溪路堤共構新建工程(東49-1線4K+400~5K+800),造齊工程顧問有限公司,宗億營造有限公司,民國107年01月23日至108年07月27日,"181,000千元",截至108年09月底實際進度：  99.28%,造齊工程顧問有限公司
2910,107年臺東市區道路改善工程,佳品工程顧問有限公司,申甲營造工程有限公司,民國107年12月03日至108年03月05日,"17,300千元",截至108年08月底實際進度： 100.00%,
2911,107年臺東市永安街182巷道路護欄改善工程,佳品工程顧問有限公司,永傳土木包工業(臺東縣),民國108年06月06日至108年08月04日,"2,300千元",截至108年08月底實際進度：  99.00%,
2912,107年臺東市傳廣路旁停車場新闢工程,佳品工程顧問有限公司,申甲營造工程有限公司,民國107年11月19日至108年01月17日,"1,009千元",截至108年08月底實際進度： 100.00%,
2913,107年光明路道路及排水改善工程,佳品工程顧問有限公司,申甲營造工程有限公司,民國108年07月03日至108年08月31日,"2,080千元",截至108年08月底實際進度：  90.00%,
2914,104年度水銀路燈落日計畫--臺東縣設置LED路燈工程,漢威電機技師事務所,佰鴻工業股份有限公司,民國105年03月03日至105年12月30日,"146,129千元",截至108年08月底實際進度： 100.00%,臺東縣政府
2915,太平溪路堤共構新建工程(東49-1線2K+040~3K+160),國興土木技師事務所,瑞誠營造有限公司,民國107年01月10日至108年10月01日,"176,000千元",截至108年08月底實際進度：  81.98%,國興土木技師事務所
2916,太平溪路堤共構新建工程(東49-1線0K+000~2K+040),國興土木技師事務所,偉峻營造有限公司,民國106年12月31日至108年12月31日,"258,700千元",截至108年08月底實際進度：  89.72%,國興土木技師事務所
2917,108年臺東市區道路改善工程,佳品工程顧問有限公司,申甲營造工程有限公司,民國108年08月30日至108年11月28日,"20,628千元",截至年月底實際進度：(未填)%,
2918,107年度易肇事路段改善工程,佳品工程顧問有限公司,聯億交通標示工程有限公司,民國107年12月10日至108年02月10日,"1,289千元",截至108年08月底實際進度：  94.67%,
2919,東56線1K+280~1K+760工程(富岡濱海綠廊景觀大道),名�痐u程顧問有限公司,鴻程營造有限公司,民國107年07月05日至108年08月22日,"149,700千元",截至108年08月底實際進度：  90.63%,名�痐u程顧問有限公司
2920,108年194縣道及市區道路割草維護工作,佳品工程顧問有限公司,國楓工程行,民國108年04月01日至109年03月31日,"4,830千元",截至108年08月底實際進度：  26.00%,
2921,臺東縣政府菸酒倉庫新建工程,潘智謙建築師事務所,昭盛營造有限公司,民國108年07月30日至109年03月25日,"7,639千元",截至108年08月底實際進度：   1.96%,
2922,南王國小--幼兒園新建工程,十進建築師事務所,昭盛營造有限公司,民國108年05月17日至108年11月30日,"7,850千元",截至108年08月底實際進度：  26.70%,
2923,南王國小--107整建慢壘場工程,尤世豪建築師事務所,祥裕土木包工業,民國108年05月13日至108年06月11日,"1,130千元",截至108年08月底實際進度：  90.00%,
2924,卑南國小--106~109年度學校社區共讀站整修工程,臺東縣土水工程顧問有限公司,利欣室內裝修工程行,民國108年06月26日至108年09月24日,"1,620千元",截至108年09月底實際進度：  88.64%,
2925,馬蘭國小--108年度聚英樓耐震能力補強工程,臺東縣土水工程顧問有限公司,昭盛營造有限公司,民國108年06月24日至108年09月21日,"8,527千元",截至108年08月底實際進度：  34.19%,
2926,光明國小--綜合球場改善工程,臺東縣土水工程顧問有限公司,太子土木包工業(台東縣),民國108年06月25日至108年09月27日,"1,930千元",截至108年08月底實際進度：  63.02%,
2927,新生國中--108年度設置學校社區共讀站整修工程,昱睿建築師事務所,國曜營造有限公司,民國108年08月06日至108年09月19日,"2,360千元",截至108年08月底實際進度：  60.00%,
2928,卑南國中--107年度公立國民中小學老舊廁所整修工程,尤世豪建築師事務所,喆春營造有限公司,民國108年05月11日至108年06月20日,"2,128千元",截至108年08月底實際進度： 100.00%,
2929,卑南國中--學生柔道館暨健力館新建工程,上力建築師事務所,喆春營造有限公司,民國108年01月23日至108年09月01日,"13,750千元",截至108年08月底實際進度：  82.13%,
2930,卑南國中--107年度卑南國中校舍補照建物改善工程,康琮斌建築師事務所,信鴻土木包工業有限公司,民國108年05月11日至109年01月10日,"1,188千元",截至108年08月底實際進度：  90.00%,
2931,豐田國中--107年度豐田國中A棟校舍防水隔熱工程,何東光建築師事務所,世炘營造股份有限公司,民國108年07月01日至108年08月19日,"2,845千元",截至108年08月底實際進度： 100.00%,
2932,寶桑國中--興建社區學生活動中心,林坤層建築師事務所,長宏營造股份有限公司,民國108年07月17日至109年06月10日,"43,173千元",截至108年08月底實際進度：   9.47%,
2933,寶桑國中--A棟教室耐震補強工程,房角石土木技師事務所,仟佑營造工程有限公司,民國108年06月01日至108年07月31日,"6,876千元",截至108年08月底實際進度： 100.00%,
2934,臺東縣立體育場--東海運動公園桌球館運動地板整修工程,十進建築師事務所,德洲科技有限公司,民國108年03月14日至108年04月27日,"1,531千元",截至108年08月底實際進度：  48.00%,
2935,臺東市108年度交通標線標誌改善工程(預約式開口契約),國興土木技師事務所,朝祥企業有限公司,民國108年08月22日至108年12月31日,"2,220千元",截至108年08月底實際進度：   2.00%,
2936,台東市104年度(105年度擴充)雨水下水道清淤及維護等作業工程,名�痐u程顧問有限公司,長太土木包工業,民國104年08月25日至105年01月31日,"3,480千元",截至108年08月底實際進度： 100.00%,
2937,臺東市殯葬園區殯葬設施停棺室新建工程,林淦淵建築師事務所,東志達營造有限公司,民國108年02月02日至108年08月30日,"7,650千元",截至108年09月底實際進度： 100.00%,
2938,台東市兒童公園兒三(漢中)、兒五(東海)、三角公園公園綠地環境設施整修計畫-兒童公園翻轉計畫,名�痐u程顧問有限公司,金峰土木包工業(台東縣金峰鄉),民國107年11月16日至108年07月10日,"5,100千元",截至108年08月底實際進度： 100.00%,
2939,卡大地布少年聚會所興建工程,上力建築師事務所,峻宇土木包工業有限公司,民國108年05月05日至108年09月09日,"3,068千元",截至108年08月底實際進度：  80.00%,
2940,臺東市四維路二段~三段(開封街-更生路)既有道路養護整建計畫,名�痐u程顧問有限公司,晟盛營造有限公司,民國107年12月13日至108年12月31日,"41,680千元",截至108年09月底實際進度：  59.00%,
2941,建農里掩埋場回饋金-路面、排水溝改善及新設遊樂設施,國興土木技師事務所,申甲營造工程有限公司,民國107年12月28日至108年03月27日,"2,080千元",截至108年09月底實際進度： 100.00%,
2942,臺東市107年度交通標線標誌改善工程(預約式開口契約)-擴充,國興土木技師事務所,朝祥企業有限公司,民國108年01月01日至108年06月30日,"1,650千元",截至108年08月底實際進度： 100.00%,
2943,馬蘭社區道路排水溝改善工程,名�痐u程顧問有限公司,晟盛營造有限公司,民國107年12月14日至108年10月31日,"53,580千元",截至108年08月底實際進度：  54.00%,名�痐u程顧問有限公司
2944,台東市豐榮路及梧州街等周邊巷道品質改善工程,國興土木技師事務所,峻宸營造股份有限公司,民國107年12月21日至108年07月08日,"53,000千元",截至108年09月底實際進度：  77.97%,國興土木技師事務所
2945,馬蘭部落更生聚會所工程,上力建築師事務所,晉銨營造有限公司,民國108年05月15日至109年01月16日,"12,580千元",截至108年08月底實際進度：   4.34%,
2946,臺東市107年度路燈新設工程開口契約,名�痐u程顧問有限公司,原豐水電工程行,民國108年03月11日至108年12月31日,"3,100千元",截至108年08月底實際進度：  80.00%,
2947,108年度臺東市區路燈維修工程開口契約,名�痐u程顧問有限公司,原豐水電工程行,民國108年02月22日至108年12月31日,"4,800千元",截至108年08月底實際進度：  65.00%,
2948,臺東市108年度路燈新設工程開口契約,名�痐u程顧問有限公司,原豐水電工程行,民國108年06月25日至108年12月31日,"3,070千元",截至108年08月底實際進度：   1.00%,
2949,臺東市綏遠路二段147巷道路排水溝改善工程,國興土木技師事務所,申甲營造工程有限公司,民國108年05月08日至108年08月05日,"1,989千元",截至108年08月底實際進度： 100.00%,
